ags,50974329,-2,-10230,-545,37,-16,-40
ags,50974330,-12,-10203,-557,49,-4,-22
ags,50974331,32,-10233,-553,49,2,-4
ags,50974332,-43,-10233,-504,43,-10,8
ags,50974333,-65,-10250,-567,37,-16,2
ags,50974334,-34,-10174,-550,31,-10,-10
ags,50974335,-41,-10196,-533,43,-10,-22
ags,50974336,-17,-10269,-482,49,-10,-22
ags,50974337,8,-10235,-631,49,-10,-28
ags,50974338,3,-10181,-599,49,-16,-4
ags,50974339,-34,-10242,-574,61,-16,8
ags,50974340,15,-10198,-533,37,-28,2
ags,50974341,5,-10223,-540,43,-34,2
ags,50974342,25,-10250,-516,55,-16,-4
ags,50974343,-2,-10201,-509,55,-4,-16
ags,50974344,18,-10208,-550,49,-16,-28
ags,50974345,62,-10286,-589,49,-10,-28
ags,50974346,40,-10250,-604,43,-16,-10
ags,50974347,-4,-10228,-535,31,-10,-4
ags,50974348,-2,-10298,-545,31,-4,-16
ags,50974349,18,-10335,-594,49,-16,-16
ags,50974350,27,-10208,-584,49,-16,-22
ags,50974351,8,-10198,-555,37,-10,-16
ags,50974352,30,-10242,-504,37,2,-4
ags,50974353,13,-10228,-599,43,-10,2
ags,50974354,13,-10254,-528,43,-34,-10
ags,50974355,-2,-10298,-538,31,-22,-4
ags,50974356,-4,-10186,-618,31,-4,-4
ags,50974357,32,-10169,-596,49,-10,-4
ags,50974358,0,-10240,-604,49,-4,8
ags,50974359,-17,-10286,-653,43,-16,2
ags,50974360,3,-10252,-587,37,-10,-22
ags,50974361,40,-10235,-623,49,-4,-28
ags,50974362,13,-10250,-550,49,-10,-10
ags,50974363,-26,-10230,-584,49,2,-10
ags,50974364,-2,-10257,-589,55,-10,-10
ags,50974365,32,-10245,-543,55,-28,2
ags,50974366,13,-10254,-555,43,-28,2
ags,50974367,47,-10230,-472,49,-10,-10
ags,50974368,59,-10206,-489,43,-4,-10
ags,50974369,-36,-10250,-560,43,-22,-4
ags,50974370,-2,-10233,-518,43,8,-22
ags,50974371,-7,-10220,-535,49,8,-4
ags,50974372,8,-10206,-560,61,8,-10
ags,50974373,-4,-10203,-535,43,-4,-4
ags,50974374,35,-10254,-633,43,-28,8
ags,50974375,-12,-10257,-589,49,-46,-4
ags,50974376,-24,-10218,-531,49,-46,-10
ags,50974377,-34,-10203,-533,37,-4,-10
ags,50974378,-36,-10225,-516,37,26,-22
ags,50974379,8,-10237,-570,49,14,-16
ags,50974380,52,-10228,-553,55,-16,-22
ags,50974381,-7,-10198,-499,55,-34,-10
ags,50974382,0,-10233,-513,43,-22,-10
ags,50974383,-12,-10174,-606,55,-10,-10
ags,50974384,8,-10123,-523,55,14,-4
ags,50974385,13,-10169,-535,61,45,8
ags,50974386,37,-10225,-560,55,14,-4
ags,50974387,54,-10257,-496,37,-34,-10
ags,50974388,22,-10257,-482,37,-46,2
ags,50974389,35,-10198,-506,25,-16,-4
ags,50974390,25,-10223,-523,37,8,-10
ags,50974391,-26,-10203,-555,37,20,-22
ags,50974392,-34,-10211,-577,37,20,-16
ags,50974393,-58,-10235,-611,31,2,-4
ags,50974394,-9,-10276,-633,55,-28,8
ags,50974395,-36,-10223,-675,49,-40,2
ags,50974396,-12,-10193,-648,25,-22,2
ags,50974397,-75,-10269,-606,55,14,8
ags,50974398,-19,-10245,-579,37,20,-16
ags,50974399,35,-10220,-526,43,-4,-4
ags,50974400,22,-10215,-513,43,-34,-10
ags,50974401,-51,-10286,-579,43,-52,-16
ags,50974402,-58,-10230,-570,37,-22,-10
ags,50974403,-85,-10196,-567,37,14,2
ags,50974404,-73,-10167,-577,61,26,-10
ags,50974405,-46,-10203,-550,92,2,-10
ags,50974406,-70,-10262,-577,67,-28,-4
ags,50974407,-21,-10274,-577,43,-40,2
ags,50974408,5,-10201,-609,49,-28,-4
ags,50974409,49,-10211,-582,43,-4,-16
ags,50974410,22,-10174,-540,37,8,-4
ags,50974411,-21,-10211,-509,31,14,-4
ags,50974412,-4,-10218,-592,37,2,-22
ags,50974413,-61,-10218,-574,49,-28,-10
ags,50974414,-65,-10242,-550,49,-34,2
ags,50974415,-61,-10240,-455,61,-16,2
ags,50974416,-24,-10254,-511,37,8,-4
ags,50974417,-14,-10237,-557,25,26,8
ags,50974418,-26,-10262,-638,55,8,2
ags,50974419,-90,-10186,-540,61,-10,-28
ags,50974420,-31,-10206,-484,49,-46,-28
ags,50974421,47,-10284,-499,49,-34,-10
ags,50974422,22,-10257,-572,31,8,-10
ags,50974423,0,-10240,-521,31,26,-16
ags,50974424,-12,-10281,-523,37,20,-10
ags,50974425,-9,-10262,-528,49,-10,-4
ags,50974426,-26,-10235,-533,43,-22,8
ags,50974427,-19,-10262,-484,37,-22,2
ags,50974428,-12,-10223,-555,49,-10,2
ags,50974429,-29,-10223,-548,37,2,2
ags,50974430,0,-10233,-582,55,14,8
ags,50974431,37,-10237,-501,55,-4,-22
ags,50974432,57,-10211,-474,61,-34,-10
ags,50974433,44,-10242,-582,49,-46,2
ags,50974434,3,-10240,-567,43,-22,14
ags,50974435,10,-10198,-572,49,8,-4
ags,50974436,-24,-10191,-550,55,20,-10
ags,50974437,8,-10184,-504,49,14,8
ags,50974438,20,-10228,-535,49,-22,14
ags,50974439,15,-10142,-521,55,-34,2
ags,50974440,-2,-10110,-528,43,-40,8
ags,50974441,18,-10171,-565,43,-10,2
ags,50974442,-4,-10193,-592,43,26,-10
ags,50974443,18,-10254,-504,49,20,-4
ags,50974444,49,-10198,-518,49,-10,2
ags,50974445,-46,-10223,-587,55,-46,2
ags,50974446,52,-10223,-660,43,-64,2
ags,50974447,20,-10233,-557,49,-40,-10
ags,50974448,-2,-10245,-538,55,8,-16
ags,50974449,-65,-10203,-531,55,26,-16
ags,50974450,10,-10245,-545,55,8,-16
ags,50974451,-12,-10223,-474,49,-16,8
ags,50974452,-29,-10237,-440,37,-46,2
ags,50974453,-61,-10254,-477,19,-46,2
ags,50974454,27,-10250,-484,37,2,-4
ags,50974455,-21,-10240,-465,55,26,-10
ags,50974456,-31,-10211,-511,37,2,-4
ags,50974457,8,-10250,-589,25,2,2
ags,50974458,-36,-10264,-609,43,-22,-16
ags,50974459,-36,-10276,-494,37,-46,-10
ags,50974460,22,-10196,-518,31,-34,2
ags,50974461,-4,-10193,-565,49,2,2
ags,50974462,0,-10262,-538,49,14,-10
ags,50974463,-7,-10218,-596,37,-4,-16
ags,50974464,25,-10235,-614,37,-16,-4
ags,50974465,27,-10211,-565,49,-16,-10
ags,50974466,44,-10179,-640,43,-10,-4
ags,50974467,-9,-10233,-614,49,-10,-4
ags,50974468,-2,-10208,-567,55,2,8
ags,50974469,0,-10215,-521,55,-64,-28
ags,50974470,-12,-10267,-550,67,-40,-22
ags,50974471,42,-10294,-553,55,-10,8
ags,50974472,8,-10262,-584,61,-4,-4
ags,50974473,-24,-10179,-482,55,-16,2
ags,50974474,25,-10233,-513,67,-16,2
ags,50974475,37,-10198,-509,73,-4,-4
ags,50974476,47,-10233,-626,67,2,-10
ags,50974477,27,-10215,-470,49,2,-22
ags,50974478,15,-10186,-467,43,-10,-22
ags,50974479,20,-10213,-543,37,-28,8
ags,50974480,-36,-10203,-548,49,-28,2
ags,50974481,-9,-10193,-565,61,-16,-16
ags,50974482,37,-10228,-587,43,8,-10
ags,50974483,-39,-10211,-616,31,2,-10
ags,50974484,-46,-10203,-609,31,2,-4
ags,50974485,3,-10225,-557,37,-10,8
ags,50974486,62,-10225,-521,25,-10,8
ags,50974487,40,-10198,-540,43,-10,14
ags,50974488,-2,-10213,-572,43,-10,2
ags,50974489,-4,-10237,-511,49,2,-16
ags,50974490,8,-10230,-540,43,-16,-16
ags,50974491,10,-10211,-567,43,-28,-4
ags,50974492,40,-10272,-560,19,-16,-4
ags,50974493,15,-10225,-487,25,2,-10
ags,50974494,71,-10259,-513,49,8,-10
ags,50974495,49,-10225,-550,55,-4,-16
ags,50974496,-12,-10215,-628,61,-16,-10
ags,50974497,-2,-10203,-560,49,-16,-4
ags,50974498,-19,-10203,-545,19,-22,-4
ags,50974499,-12,-10272,-565,19,-10,8
ags,50974500,-9,-10296,-618,19,2,8
ags,50974501,20,-10276,-572,12,8,-10
ags,50974502,30,-10240,-548,31,8,-10
ags,50974503,5,-10211,-545,49,-4,-22
ags,50974504,0,-10272,-567,73,-16,-10
ags,50974505,-26,-10252,-582,67,-10,-10
ags,50974506,15,-10257,-531,37,2,-4
ags,50974507,-53,-10257,-592,37,2,-10
ags,50974508,-56,-10233,-584,43,-16,-4
ags,50974509,-21,-10198,-489,43,-16,2
ags,50974510,-4,-10267,-513,55,-22,-4
ags,50974511,3,-10247,-560,43,-10,-22
ags,50974512,-56,-10215,-587,37,-4,-10
ags,50974513,-43,-10233,-587,49,-4,8
