ags,50974046,46,-10252,-383,37,160,73
ags,50974047,76,-10235,-344,37,166,67
ags,50974048,49,-10245,-363,31,160,67
ags,50974049,44,-10289,-422,25,160,67
ags,50974050,78,-10267,-439,31,148,61
ags,50974051,71,-10262,-497,25,154,73
ags,50974052,108,-10242,-458,25,160,73
ags,50974053,12,-10240,-451,37,160,73
ags,50974054,20,-10257,-417,18,154,61
ags,50974055,5,-10281,-422,0,166,55
ags,50974056,3,-10330,-409,12,166,61
ags,50974057,22,-10298,-373,25,160,85
ags,50974058,-5,-10313,-414,43,166,85
ags,50974059,17,-10201,-395,43,172,73
ags,50974060,-44,-10264,-356,43,172,79
ags,50974061,-19,-10267,-344,37,160,67
ags,50974062,-34,-10293,-341,25,154,61
ags,50974063,-12,-10179,-397,25,166,61
ags,50974064,68,-10115,-427,18,172,61
ags,50974065,105,-10311,-471,12,184,67
ags,50974066,25,-10437,-341,25,178,97
ags,50974067,-2,-10291,-471,31,172,91
ags,50974068,39,-10184,-563,25,148,79
ags,50974069,76,-10262,-431,25,148,55
ags,50974070,78,-10354,-458,18,160,61
ags,50974071,83,-10328,-424,6,166,67
ags,50974072,59,-10267,-385,25,160,73
ags,50974073,25,-10301,-436,18,160,67
ags,50974074,17,-10259,-444,18,154,61
ags,50974075,27,-10198,-390,31,166,61
ags,50974076,64,-10220,-356,31,166,67
ags,50974077,25,-10271,-304,31,172,67
ags,50974078,3,-10313,-346,37,172,61
ags,50974079,22,-10357,-461,37,166,67
ags,50974080,-7,-10254,-390,25,166,67
ags,50974081,-2,-10174,-412,37,166,55
ags,50974082,29,-10250,-424,49,172,55
ags,50974083,10,-10247,-361,43,172,55
ags,50974084,-49,-10215,-424,31,166,67
ags,50974085,42,-10289,-427,31,160,55
ags,50974086,-2,-10264,-414,25,75,73
ags,50974087,12,-10276,-461,43,288,79
ags,50974088,5,-10298,-456,43,129,61
ags,50974089,44,-10298,-434,31,190,49
ags,50974090,46,-10325,-466,6,184,55
ags,50974091,0,-10374,-456,0,93,73
ags,50974092,59,-10252,-375,18,257,67
ags,50974093,17,-10274,-368,18,75,61
ags,50974094,15,-10337,-378,0,251,67
ags,50974095,51,-10262,-356,6,99,73
ags,50974096,76,-10232,-441,25,166,73
ags,50974097,147,-10262,-466,18,203,55
ags,50974098,159,-10289,-492,18,105,61
ags,50974099,83,-10284,-453,18,264,73
ags,50974100,27,-10254,-424,18,68,73
ags,50974101,7,-10230,-471,18,245,67
ags,50974102,73,-10230,-453,31,123,55
ags,50974103,34,-10225,-405,43,178,55
ags,50974104,-10,-10267,-400,31,196,79
ags,50974105,37,-10289,-500,43,99,85
ags,50974106,49,-10245,-409,43,251,73
ags,50974107,22,-10235,-395,37,56,79
ags,50974108,3,-10269,-400,31,233,73
ags,50974109,-32,-10298,-390,25,117,85
ags,50974110,-66,-10318,-422,25,184,85
ags,50974111,-19,-10254,-331,25,203,67
ags,50974112,32,-10298,-353,18,99,73
ags,50974113,27,-10315,-427,12,245,61
ags,50974114,34,-10293,-471,12,68,55
ags,50974115,86,-10298,-402,25,264,67
ags,50974116,95,-10284,-397,12,135,67
ags,50974117,122,-10313,-431,25,184,79
ags,50974118,37,-10276,-441,31,215,73
ags,50974119,5,-10230,-439,25,87,73
ags,50974120,-24,-10208,-370,25,245,73
ags,50974121,42,-10267,-409,31,56,79
ags,50974122,25,-10291,-456,31,251,67
ags,50974123,46,-10240,-417,37,129,61
ags,50974124,44,-10298,-395,49,178,67
ags,50974125,37,-10254,-378,43,209,73
ags,50974126,49,-10271,-402,43,99,67
ags,50974127,66,-10262,-439,49,270,49
ags,50974128,32,-10262,-444,37,75,55
ags,50974129,-12,-10330,-446,25,245,73
ags,50974130,-17,-10340,-419,37,111,61
ags,50974131,-2,-10323,-414,37,166,61
ags,50974132,5,-10291,-441,31,196,73
ags,50974133,-15,-10289,-412,31,81,73
ags,50974134,39,-10276,-405,25,264,73
ags,50974135,29,-10298,-431,12,87,67
