ags,50974574,-46,-10155,-210,28,-37,-39
ags,50974575,-68,-10206,-166,16,-37,-33
ags,50974576,-99,-10172,-261,4,-25,-39
ags,50974577,-153,-10164,-156,16,-31,-33
ags,50974578,-109,-10213,-132,28,-37,-39
ags,50974579,-50,-10182,-205,22,-37,-33
ags,50974580,-58,-10118,-178,22,-25,-21
ags,50974581,-36,-10135,-188,4,-18,-33
ags,50974582,-31,-10108,-137,4,0,-27
ags,50974583,8,-10145,-217,10,-12,-33
ags,50974584,-4,-10169,-244,22,-31,-27
ags,50974585,-36,-10155,-200,40,-37,-27
ags,50974586,-33,-10152,-198,28,-31,-33
ags,50974587,-82,-10160,-210,10,-31,-33
ags,50974588,-43,-10147,-217,4,-18,-57
ags,50974589,-89,-10140,-242,22,-12,-51
ags,50974590,-55,-10138,-102,28,-25,-51
ags,50974591,-38,-10113,-229,28,-31,-45
ags,50974592,-33,-10172,-305,28,-18,-39
ags,50974593,-50,-10167,-300,34,-25,-45
ags,50974594,-6,-10135,-303,16,-12,-39
ags,50974595,-28,-10133,-242,28,-25,-21
ags,50974596,-48,-10108,-276,28,-43,-33
ags,50974597,-75,-10111,-178,16,-31,-57
ags,50974598,-72,-10128,-178,10,-18,-51
ags,50974599,-97,-10091,-251,16,-31,-27
ags,50974600,-24,-10069,-251,10,-25,-21
ags,50974601,-63,-10130,-203,22,-12,-33
ags,50974602,-89,-10125,-237,28,-6,-45
ags,50974603,-75,-10152,-217,28,-25,-57
ags,50974604,-82,-10211,-210,4,-37,-57
ags,50974605,-50,-10194,-183,10,-12,-51
ags,50974606,-9,-10160,-200,16,-6,-45
ags,50974607,-50,-10111,-261,22,-12,-51
ags,50974608,-60,-10147,-215,34,-18,-45
ags,50974609,-92,-10157,-185,22,-12,-39
ags,50974610,-65,-10147,-178,10,-12,-45
ags,50974611,-82,-10108,-210,4,-18,-45
ags,50974612,-94,-10128,-200,28,-25,-45
ags,50974613,-87,-10069,-142,16,-31,-39
ags,50974614,-21,-10179,-173,28,6,-63
ags,50974615,-38,-10118,-200,28,189,-51
ags,50974616,-82,-10140,-229,34,116,-33
ags,50974617,-68,-10143,-239,34,-225,-21
ags,50974618,-4,-10145,-237,22,-237,-27
ags,50974619,-80,-10123,-171,-2,110,-33
ags,50974620,-33,-10121,-273,-2,225,-45
ags,50974621,-50,-10152,-173,-2,-104,-51
ags,50974622,-116,-10143,-193,4,-280,-45
ags,50974623,-48,-10216,-239,28,6,-27
ags,50974624,-33,-10155,-205,34,256,-27
ags,50974625,-65,-10155,-259,40,6,-39
ags,50974626,-50,-10079,-281,47,-292,-51
ags,50974627,-63,-10143,-193,40,-110,-70
ags,50974628,-75,-10130,-242,28,219,-63
ags,50974629,-72,-10150,-185,16,104,-51
ags,50974630,-65,-10121,-205,10,-243,-27
ags,50974631,-26,-10116,-229,22,-188,-15
ags,50974632,-85,-10143,-203,22,189,-33
ags,50974633,-121,-10143,-273,22,213,-51
ags,50974634,-16,-10150,-251,22,-164,-39
ags,50974635,11,-10191,-215,22,-274,-39
ags,50974636,-82,-10184,-271,28,73,-45
ags,50974637,-72,-10201,-185,16,238,-45
ags,50974638,23,-10196,-163,16,-73,-33
ags,50974639,-89,-10164,-193,10,-304,-33
ags,50974640,-116,-10169,-215,10,-37,-45
ags,50974641,-85,-10157,-207,28,250,-51
ags,50974642,-65,-10164,-188,34,43,-51
ags,50974643,-80,-10103,-261,28,-286,-39
ags,50974644,-72,-10121,-251,22,-146,-45
ags,50974645,-21,-10179,-173,34,213,-45
ags,50974646,-24,-10199,-159,28,134,-39
